QUOTE_ID,REPORTING_SUBJECT_TYPE,PREMIUM_TOTAL,VEHICLE_FUEL_TYPE,LICENCE_TYPE_ABI,INSURED_PERSON_CLAIM_L3Y_AT_FAULT_NOT_WINDSCREEN_NIL_COST_COUNT,LOADED_AT,HAS_NCD_PROTECTION,INSURED_PERSON_AGE
1620,car,437.01,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-12-04 09:58:00,FALSE,45
1621,car,236.9,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-15 16:35:09,FALSE,47
1622,taxi,398.59,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-12 22:51:59,FALSE,28
1623,taxi,228.95,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-16 11:32:42,FALSE,41
1624,taxi,271.71,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-14 15:44:31,FALSE,37
1625,car,2720.02,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-07-02 06:27:08,FALSE,23
1626,taxi,91.36,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-06-02 13:33:57,FALSE,37
1627,taxi,260.97,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-05-15 09:18:34,FALSE,39
1628,car,3899.86,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-10-11 19:18:24,FALSE,24
1629,scooter,131.82,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-07-31 10:22:37,null,33
1630,taxi,640.82,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-26 17:20:44,FALSE,23
1631,taxi,281.48,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-03 15:33:40,FALSE,35
1632,taxi,2890.07,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-25 00:07:29,FALSE,57
1633,taxi,3665.07,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-24 10:27:49,FALSE,41
1634,taxi,244.23,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-04-28 08:08:14,FALSE,41
1635,taxi,3191.52,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2024-04-03 10:06:45,FALSE,30
1636,taxi,331.69,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-18 21:23:02,FALSE,45
1637,taxi,3601.83,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2023-05-30 12:05:41,TRUE,44
1638,taxi,2377,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-06-18 22:01:02,FALSE,39
1639,scooter,343.23,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-11-04 15:47:03,null,31
1640,bvi,836.99,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2024-03-16 11:50:30,TRUE,49
1641,taxi,243.62,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-30 10:19:46,FALSE,32
1642,taxi,292.1,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-12 13:59:47,TRUE,52
1643,car,1094.69,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-09-18 11:28:41,FALSE,32
1644,scooter,2769.63,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-23 19:40:11,null,31
1645,taxi,3799.37,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-06-07 12:08:54,FALSE,34
1646,scooter,126.58,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-07 19:36:00,null,35
1647,bvi,1272.38,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-15 14:24:31,FALSE,25
1648,taxi,2906.83,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-11-07 01:02:49,FALSE,43
1649,taxi,1440.43,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-10-02 12:30:47,TRUE,40
1650,car,1713.51,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-10-23 20:54:08,FALSE,37
1651,scooter,2909.83,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-19 16:34:18,null,23
1652,taxi,1339.46,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-26 12:12:44,TRUE,36
1653,bvi,422.52,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-06-21 09:29:27,FALSE,49
1654,taxi,537.36,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-30 22:20:20,FALSE,35
1655,taxi,478.37,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-09 17:39:03,FALSE,35
1656,scooter,1672.88,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-08-12 14:18:56,null,37
1657,bvi,456.42,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-05 10:37:47,FALSE,38
1658,taxi,206.02,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2023-09-04 18:49:57,FALSE,47
1659,scooter,188.46,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-07-12 16:16:15,null,22
1660,taxi,1072.75,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-01 16:54:48,FALSE,40
1661,bvi,679.96,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-06-04 06:26:14,FALSE,31
1662,taxi,4324.02,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-09 17:10:03,FALSE,37
1663,taxi,4324.02,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-09 17:10:03,FALSE,37
1664,scooter,1812.05,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-07-15 16:02:58,null,24
1665,car,299.95,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2024-02-20 20:59:05,FALSE,55
1666,taxi,374,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-05 00:06:51,FALSE,35
1667,taxi,1840.7,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-03 10:09:43,TRUE,44
1668,scooter,1782.8,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-29 03:57:57,null,27
1669,car,1684.05,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-15 15:21:09,FALSE,36
1670,taxi,510.62,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2023-01-18 15:22:19,FALSE,34
1671,car,143.19,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-27 20:42:19,FALSE,32
1672,taxi,121.27,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-24 10:49:26,FALSE,43
1673,taxi,291.22,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-09-18 12:52:00,FALSE,44
1674,taxi,242.76,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-11-01 13:28:11,FALSE,33
1675,taxi,522.38,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-06-04 09:27:52,FALSE,26
1676,taxi,5297.23,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-01 18:40:22,FALSE,26
1677,car,1937.78,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-10-28 13:50:17,FALSE,37
1678,taxi,1160.9,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-21 18:37:00,FALSE,44
1679,scooter,265.74,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-08 10:21:55,null,27
1680,taxi,3450.03,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-17 13:14:54,FALSE,33
1681,taxi,328.57,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-27 20:12:22,FALSE,35
1682,scooter,1699.14,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-07-15 11:47:47,null,21
1683,bvi,337.17,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-12 18:00:46,FALSE,54
1684,taxi,1286.39,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-08 15:51:30,TRUE,43
1685,taxi,330.33,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-10-31 11:08:38,FALSE,38
1686,taxi,1741.82,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-01 13:58:13,FALSE,57
1687,car,417.54,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-02 01:27:55,FALSE,50
1688,taxi,1165.68,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-06-24 13:23:30,FALSE,39
1689,taxi,3064.07,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2022-11-11 15:23:15,TRUE,49
1690,scooter,1803.89,PETROL,DRIVING_LICENCE_KIND_FULL_EU,null,2024-06-20 09:33:52,null,36
1691,scooter,1803.89,PETROL,DRIVING_LICENCE_KIND_FULL_EU,null,2024-06-20 09:33:52,null,36
1692,taxi,1761.05,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-25 12:09:17,FALSE,58
1693,bvi,399.43,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-10 12:17:39,FALSE,32
1694,scooter,2694.25,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-09-05 16:02:07,null,21
1695,taxi,272.32,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-05-05 09:20:52,FALSE,46
1696,taxi,389.09,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-09-06 18:01:06,FALSE,37
1697,car,173.02,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-27 22:04:09,FALSE,52
1698,taxi,3129.43,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-06-20 14:29:57,FALSE,42
1699,taxi,3238.7,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2022-12-23 15:01:27,FALSE,29
1700,scooter,1005.2,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-08-15 15:25:03,null,26
1701,taxi,1876.86,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2022-11-10 18:56:42,FALSE,32
1702,taxi,6501.97,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-23 16:03:27,FALSE,40
1703,taxi,2647.69,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-24 13:57:32,FALSE,40
1704,scooter,135.69,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-06-02 23:43:19,null,34
1705,taxi,381.63,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,2,2024-11-05 19:01:13,FALSE,35
1706,scooter,270.02,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,0,2024-04-24 02:36:34,null,26
1707,scooter,222.88,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-11-08 11:25:31,null,26
1708,bvi,848.99,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-28 10:38:12,FALSE,57
1709,taxi,266.63,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-09-13 12:49:34,FALSE,45
1710,bvi,428.06,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-08-30 14:50:00,FALSE,35
1711,taxi,3102.45,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-09-23 09:27:31,FALSE,32
1712,car,965.66,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-07 16:28:12,FALSE,45
1713,taxi,2008.26,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-03 15:54:58,TRUE,45
1714,scooter,1232.63,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,0,2024-05-10 16:08:59,null,28
1715,taxi,2371.38,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-07-03 17:28:02,FALSE,37
1716,taxi,3962.99,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-07-11 16:25:54,FALSE,39
1717,bvi,558.25,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-08-01 14:24:05,FALSE,35
1718,car,351.1,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-09-12 16:01:47,FALSE,29
1719,car,5102.4,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-15 22:44:09,FALSE,36
1720,car,179.63,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-12 15:42:17,FALSE,28
1721,taxi,259.18,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-12-29 12:22:10,FALSE,40
1722,scooter,102.73,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-06-22 02:39:20,null,25
1723,scooter,2058.45,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-08-05 19:57:39,null,34
1724,scooter,202.09,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-07-19 13:59:19,null,29
1725,taxi,2657.94,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-16 15:12:09,FALSE,41
1726,car,307.19,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-10 12:51:44,FALSE,37
1727,taxi,605.96,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-11-03 21:01:07,FALSE,28
1728,taxi,414.74,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-05-04 01:59:17,FALSE,32
1729,taxi,263.02,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-15 13:54:51,FALSE,39
1730,taxi,2982.49,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-21 11:33:53,FALSE,36
1731,taxi,1634.11,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-10 15:08:56,FALSE,46
1732,taxi,224.77,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-09-12 17:47:44,FALSE,39
1733,taxi,1508.18,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-13 23:09:17,FALSE,42
1734,bvi,645.14,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-09-27 21:14:23,FALSE,59
1735,taxi,430.06,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-22 12:49:11,FALSE,36
1736,taxi,2987.28,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-10-02 11:05:44,FALSE,35
1737,scooter,137.88,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-08-07 14:29:38,null,21
1738,bvi,402.39,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-08-07 14:29:38,FALSE,32
1739,taxi,1836.45,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-10-17 17:59:03,FALSE,26
1740,scooter,2911.06,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-11-03 13:45:49,null,25
1741,taxi,3607.65,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-12-03 19:45:39,FALSE,34
1742,taxi,261.96,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-09 17:07:03,FALSE,35
1743,scooter,181.59,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-11-08 11:40:33,null,26
1744,taxi,134.88,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-01 11:27:58,FALSE,38
1745,taxi,6130.8,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-23 10:09:35,FALSE,50
1746,taxi,1723.11,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-06-24 09:36:25,FALSE,47
1747,taxi,5056.97,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-26 20:10:05,FALSE,48
1748,taxi,3110.41,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-16 13:43:42,FALSE,39
1749,scooter,264.45,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-07-23 13:16:54,null,23
1750,taxi,315.91,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-06 19:25:21,FALSE,34
1751,taxi,1794.35,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-06-16 13:49:21,FALSE,41
1752,scooter,176.85,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-06-22 14:07:55,null,27
1753,car,325.49,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-30 12:14:06,FALSE,23
1754,taxi,1281.21,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2023-03-20 19:06:40,FALSE,40
1755,taxi,504.18,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-14 09:59:16,FALSE,40
1756,taxi,2107.74,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-09 11:06:58,FALSE,38
1757,car,225.1,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-25 23:05:27,FALSE,37
1758,taxi,2881.61,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,2,2023-08-28 09:34:35,FALSE,48
1759,bvi,887.7,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-09-02 05:37:51,FALSE,56
1760,car,2670.58,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-28 14:13:24,FALSE,48
1761,taxi,2153.28,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-15 15:48:52,FALSE,35
1762,taxi,3867.41,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-09-18 10:03:54,FALSE,24
1763,scooter,1402.24,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-08 10:06:54,null,40
1764,taxi,281.81,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-21 15:54:31,FALSE,52
1765,taxi,294.22,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2022-10-23 07:24:50,FALSE,26
1766,taxi,383.23,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2022-12-31 20:21:23,FALSE,47
1767,taxi,1332.82,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-11-15 10:49:17,FALSE,48
1768,scooter,311.06,PETROL,DRIVING_LICENCE_KIND_FULL_EU,null,2024-10-09 09:50:17,null,44
1769,taxi,1048.74,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-07 17:43:19,TRUE,50
1770,taxi,391.94,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2022-12-05 14:46:51,FALSE,35
1771,taxi,1878.81,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2022-12-21 09:45:14,FALSE,49
1772,taxi,3046.65,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-08 12:34:38,FALSE,46
1773,taxi,389.17,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-06-25 11:40:52,FALSE,35
1774,taxi,1266.91,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2023-03-15 15:31:59,FALSE,42
1775,scooter,222.43,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-08-07 14:29:38,null,26
1776,taxi,5409.88,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2023-04-14 20:26:39,FALSE,25
1777,bvi,359.84,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-01 09:27:56,TRUE,60
1778,taxi,6394,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-09-13 09:47:41,FALSE,37
1779,scooter,194.75,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-09-23 10:27:34,null,27
1780,taxi,3202.82,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-04-13 16:32:03,FALSE,36
1781,taxi,6649.22,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-06-01 21:57:07,FALSE,38
1782,scooter,107.52,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-08-04 23:28:04,null,30
1783,taxi,3295.5,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2023-01-22 17:31:32,FALSE,37
1784,taxi,3254.91,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-05-22 15:05:40,FALSE,52
1785,taxi,1911.14,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-27 14:24:06,FALSE,38
1786,taxi,2303.6,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-11 19:12:20,FALSE,39
1787,taxi,481.53,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-09 10:45:42,FALSE,68
1788,taxi,2999.69,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-06-27 05:48:05,FALSE,25
1789,taxi,251.36,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-11 04:47:00,FALSE,30
1790,taxi,280.21,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-10-15 16:31:21,FALSE,36
1791,taxi,1560.25,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-02 00:30:03,FALSE,35
1792,taxi,1784.76,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2023-03-08 18:34:11,FALSE,36
1793,taxi,2791.38,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-26 22:54:34,FALSE,32
1794,taxi,3324.15,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-05-18 11:31:05,FALSE,39
1795,bvi,483.6,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-08-04 08:57:20,FALSE,41
1796,taxi,3355.26,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-04-11 12:27:04,FALSE,30
1797,taxi,770.57,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-16 07:55:46,FALSE,30
1798,scooter,2128.87,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-06-29 10:24:04,null,23
1799,taxi,244.57,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2022-10-10 17:37:46,FALSE,39
1800,taxi,3132.92,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-16 13:36:57,FALSE,35
1801,taxi,206,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-04-19 23:45:06,FALSE,30
1802,taxi,403.13,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-19 23:44:47,FALSE,34
1803,scooter,140.87,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-06-09 09:39:56,null,31
1804,car,172.42,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-18 09:53:56,FALSE,58
1805,taxi,3822.87,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-02 15:14:54,FALSE,30
1806,taxi,3429.45,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-20 15:46:41,FALSE,36
1807,taxi,6883.33,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-10-06 14:14:45,FALSE,29
1808,taxi,3395.53,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-07 11:33:38,FALSE,34
1809,scooter,213.88,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-11 16:26:14,null,39
1810,scooter,174.73,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-01 11:09:58,null,29
1811,taxi,166.11,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-05-04 10:42:27,FALSE,46
1812,taxi,187.08,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-11-07 11:55:19,TRUE,56
1813,scooter,284.29,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-05 11:00:56,null,34
1814,bvi,757.2,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-23 18:06:11,FALSE,40
1815,scooter,340.35,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-09-25 23:12:03,null,21
1816,taxi,1393.06,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-08 10:45:32,TRUE,46
1817,taxi,163.73,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-08 16:01:56,FALSE,48
1818,taxi,456.27,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-26 13:51:39,FALSE,25
1819,taxi,4835.53,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-15 15:25:03,FALSE,42
1820,scooter,3021.58,PETROL,DRIVING_LICENCE_KIND_FULL_EU,null,2024-09-25 15:21:57,null,36
1821,taxi,231.65,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-15 20:40:06,FALSE,46
1822,taxi,1492.46,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-06-01 11:32:34,FALSE,58
